Text,Language
editar artículo recurre código wiki caja texto través pestaña editar siempre disponible caso alguna prevención vandalismo,Spanish
mandos asemejan clásico html ejemplo enlace usan corchetes signos iguales títulos puede dar mala impresión aquellas personas conocimientos informática,Spanish
​ octubre wikipedia abarcaba ediciones activas distintos idiomas dialectos,Spanish
cada edición trabaja forma independiente obligada incluir contenido ediciones solo debe respetar políticas globales tales mantener punto vista neutral,Spanish
embargo comparten artículos imágenes diversas ediciones wikipedia través repositorio wikimedia commons solicitan traducciones organizadas artículos procedentes ediciones,Spanish
artículos traducidos representan solamente pequeña parte total cualquiera,Spanish
​ cinco ediciones artículos orden descendente inglés sueco neerlandés alemán francés,Spanish
enero wikipedia contenía ediciones — activas— varios desarrollo sumaban millones artículos,Spanish
​ lista idiomas incluye idiomas artificiales esperanto lenguas indígenas aborígenes náhuatl maya lenguas islas andamán lenguas muertas latín chino clásico anglosajón,Spanish
marzo wikipedia inglés convirtió primera superar millón artículos seguida diciembre wikipedia alemán septiembre wikipedia francés diciembre wikipedia neerlandés enero wikipedia italiano mayo mismo año wikipedia ruso mismo wikipedia español junio wikipedia sueco septiembre wikipedia polaco,Spanish
primera mitad alcanzaron millón artículos tres ediciones lenguas asiáticas wikipedia vietnamita wikipedia samareño wikipedia cebuano,Spanish
siguiente lista dieciséis mayores ediciones ordenadas número artículos,Spanish
cifras referenciadas respectivamente cada versión actuales,Spanish
muchas ediciones wikipedia —como sueca neerlandesa rusa— utilizan bots creación automática esbozos razón número artículos necesariamente referencia válida respecto calidad,Spanish
​​ categorización diferente media tamaño artículo así wikipedia numerosos artículos apenas pocos bytes quedaría situada debajo menos entradas trabajadas,Spanish
tener cuenta muchas wikipedias —como ejemplo rusa japonesa china hebrea— usan alfabetos latinos silabarios sistemas ideográmicos ello aumenta tamaño base datos,Spanish
países editan artículos,Spanish
según estadísticas wikipedia ingresan mensualmente sitio millones dispositivos tomando promedio últimos doce meses,Spanish
​ aparte sitio web elaborado versiones alternativas cumplen misión visualizar artículos pesar críticas censura artículos,Spanish
agosto fundación wikimedia lanzó aplicación oficial wikipedia iphone ipod touch puede descargar app store,Spanish
aplicación libre gratuita solo funciona iphone g versiones recientes,Spanish
​ versión android,Spanish
​ cuanto acceso mediante sitio web existían alternativas sitio wapedia embargo wikipedia cuenta propia versión móvil sitio disponible línea,Spanish
versiones publicadas fundación wikimedia distribuciones soporte físico cd dvd cuales incluían versiones alemán polaco portugués inglés,Spanish
hace mediante software libre kiwix permite instalación directa,Spanish
características permiten posible ser usadas computadoras conexión internet permitiendo interactividad comunicación diferentes puestos ejemplo centros infantiles,Spanish
​ wikipedia servicios ofrecen versión impresa,Spanish
mediawiki incorporado herramienta recolección exportar artículos odf pdf,Spanish
​ existe posibilidad imprimir libros vía pediapress programa socio fundación wikimedia mediante misma solicitud,Spanish
​ octubre china bloqueado acceso wikipedia pues gobierno bloquea habitualmente acceso sitios web considera subversivos filtra páginas internet términos considera delicados,Spanish
​ año después wikipedia desbloqueada territorio chino aunque censura mantuvo parcialmente términos sensibles tales tíbet falun gong,Spanish
​ varios centros educativos unidos prohibieron uso wikipedia instalaciones considerarla fiable,Spanish
​ mismo año usuarios solicitaron través sitio web care retirada imágenes mahoma artículos wikipedia,Spanish
caso petición rechazada,Spanish
​ octubre debido aprobación ley mordaza wikipedia italiano suspender actividades temor severas multas ejecutarían contenidos biográficos,Spanish
​ manera similar enero versión inglesa autocensuró protestar ley sopa día entero,Spanish
delegados twitter dick costolo consideró sitio web cerrar negocio global solo asunto política nacional locura,Spanish
​​ comunidad wikipedia red voluntarios veces conocidos wikipedistas veces simplemente llamados usuarios hacen aportaciones enciclopedia línea wikipedia,Spanish
existe jerarquía ciertos editores elegidos tener mayor control editorial miembros comunidad,Spanish
emigh herring sostienen pocos usuarios activos actúan concierto normas establecidas dentro sistema edición abierta pueden alcanzar máximo control contenido producido dentro sistema literalmente borrando diversidad controversia inconsistencia homogeneizando voces contribuyentes,Spanish
​ comunidad sido criticada responder quejas calidad artículo aconsejando personas quejan arreglar artículo mismos,Spanish
​ profesor jam h fetzer criticado wikipedia podía cambiar artículo mismo​ garantizar imparcialidad wikipedia política desalienta edición biografías sujetos mismos salvo casos claros revertir vandalismo correcciones desactualización datos erróneos,Spanish
​ comunidad sido descrita culto​​​ aunque siempre connotaciones negativas,Spanish
​ wikipedia requiere usuarios identifiquen,Spanish
significa varias personas pueden utilizar cuenta frecuentemente persona puede utilizar varias cuentas menudo intento influir contenido artículos ayudar crear consenso disputas editoriales,Spanish
​​ última práctica conoce usuarios títeres desalienta activamente wikipedia,Spanish
​ proyectos wikipedia susningnu enciclopedia libre wikis artículos desarrollados numerosos autores existe criterio revisión formal,Spanish
wikipedia enciclopedia grande cuanto número artículos palabras jamás escrita,Spanish
contrario sucede muchas contenido liberado bajo licencias contenido abierto,Spanish
caso wikipedia español cualquier persona posibilidad crear artículo nuevo casi cualquier visitante puede editar contenido excepción artículos encuentran protegidos,Spanish
embargo inglesa usuarios registrados pueden comenzar artículos cero,Spanish
wikipedia creada idea producir textos calidad partir colaboración usuarios semejanza proyectos desarrollo aplicaciones libres,Spanish
artículos evolucionan paso tiempo visible historial ediciones,Spanish
habitualmente parte ediciones vandálicas —de contenido relacionado wikipedia información falsa— ocasiones editores puntos vista encontrados producen conoce guerra ediciones,Spanish
produce do editores entran ciclo reversiones mutuas debido disputas causadas diferencias opinión contenido artículo,Spanish
confundir vandalismo —que frecuentemente afecta sola vez artículo artículos— guerra ediciones afecta repetidas veces mismo artículo breve lapso,Spanish
artículos vandalizados frecuentemente edición español destacan george w bush benedicto xvi testigos jehová mientras artículos fuertes guerras ediciones cuba comunidad valenciana debido disparidad opiniones redactores,Spanish
cada capítulo wikipedia cuenta grupo personal encargado cooperación,Spanish
dentro lista mencionan administradores cuyas funciones fundamentales hacer mantenimiento —tal borrar artículos bloquear vándalos funciones— servicio cumplimiento normas rigen,Spanish
capítulo administradores wikipedia inglés total,Spanish
​ debido considerable popularidad existieron propuestas mascotas representaban wikipedia manera oficial,Spanish
primera aparecer wikípedo hormiga trabajadora dedicada mantenimiento contribuciones,Spanish
​ popularidad poca,Spanish
votación ser remplazada abandonada comunidad eligió wikipetan personaje tipo ostan dibujada usuario diseñador gráfico proyecto anime manga,Spanish
​ obstante sido criticada ser sexuada considerado ofensivo part comunidad,Spanish
​​​ wikipedia serie políticas establecidas propios participantes cuya finalidad conjunta mantener identidad proyecto enciclopedia promover calidad contenidos,Spanish
cada capítulo wikipedia adopta propias políticas aunque comunes,Spanish
vez comunidad logra consenso aplicación norma editores obligados respetarla,Spanish
políticas wikipedia proyecto dirigido —literalmente— mundo editable —literalmente— cualquier persona,Spanish
característica constituye mayores ventajas genera problema existen personas introducen —deliberadamente no— información parcial bien creando planteamiento sesgado bien omitiendo puntos vista comparten interesan,Spanish
​ política encarga combatir dicho problema punto vista neutral básicamente establece necesidad absoluta innegociable reunir artículos susceptibles polémica puntos vista significativos,Spanish
además licencias contenido libre garantizan dicho contenido pueda ser reeditado cuantas veces necesario cualquier persona propósito edición mejora,Spanish
según jimmy wales fundadores wikipedia colaboración produce efectos positivos ampliamente aceptados,Spanish
​ ingeniero informático formado filosofía joaquín siabra fraile wikipedia primero conjunto reglas procedimientos solo después contenidos reglas mecanismo virtual diseñado conseguir contenidos fruto consenso racional,Spanish
siabra wikipedista habermas consideraba criterios participante situación ideal comunicación verdad rectitud veracidad,Spanish
​​ wikipedia debido condición enciclopedia electrónica ánimo lucro crecimiento permanente referente contenido número editores —cuya inmensa mayoría colabora forma altruista— admite información cabida enciclopedia convencional limitada última espacio físico —número tomos— confina dicha información número editores contratados editorial tiempo dedicado confeccionar obra,Spanish
embargo toda información cabida existen criterios relevancia establecidos consenso comunitario tal modo aunque rechaza priori ningún artículo investigan nuevas creaciones descartan cumplen determinados requisitos,Spanish
ejemplo admiten artículos autopromocionales ninguna persona puede publicar artículo misma persona cercana —familiar ejemplo— empresa trabaja,Spanish
tema goza mínima —y necesaria— relevancia llega captar atención —cuando menos— algún medio comunicación —libro revista periódico— reputado últimos según normas wikipedia debe acudirse crear artículo,Spanish
criterios contemplados varias políticas saber páginas autopromoción​ criterios borrado rápido​ wikipedia fuente primaria​ verificabilidad​ fuentes fiables,Spanish
​ según declaraciones oficiosas bibliotecario —administrador— colombiano wikipedia español bibliotecarios wikipedia eliminan artículos versiones wikipedia,Spanish
​ contenido textual bajo licencias gnu creative commons última versión actualizó mediante votación abril mayo,Spanish
​ mediante lema enciclopedia libre entendía modo software libre producto distribución gratuita restricciones,Spanish
así considera software codificación mediawiki bajo gpl,Spanish
redistribución presenta requisito debe ser acreditada decir debe mencionarse atribución licencia incluye sharealike además necesario conservar licencia —u similar— evitando protección distribución,Spanish
​ embargo trabajando cambio licencias creative commons gfdl inicialmente diseñada manuales software adecuada trabajos referencia línea do licencias incompatibles,Spanish
​ cada autor editor ilustrador contribuye enciclopedia siempre atribuyen derechos autor según convención berna,Spanish
​ autor puede copiar contenido permiso correspondiente —sobre caso contenido licencia libre— embargo podrá usarse contenido prohíbe distribución reproducción modificación manera ilícita ello limitaría utilización seguridad acarrearía problemas políticas,Spanish
ello wikipedia inglés puede aparecer cualquier imagen ilustrativa siempre haga manera lícita,Spanish
​ excepción contenido varias características isologo marca corporativa protegido permite distribución previa autorización,Spanish
​ fundación privacidad información tan importante prevención vandalismo,Spanish
​ artículos revertidos incluso ocultados historial —en imagen— último consigue eliminación información través supresores disponen herramientas específicas ello,Spanish
modo ejemplo eliminan ediciones insultantes intimidatorias evitan sobrecargas confusas historial artículo,Spanish
​ cuanto comunidad usuarios ceden demasiada información propia comunidad decide salvar fácilmente cualquier amenaza,Spanish
​ ello permite atribuir manera anónima minimiza trabajo,Spanish
administrar ejemplo realizan estadísticas organizar visitas artículos pudiendo ser usual censar comunidades,Spanish
cuanto atribución creative commons parte garantiza contenido derechos imagen cedido,Spanish
​ wikipedia alemán artículos publicados haber sido revisados editor experto,Spanish
barajando posibilidad aplicar misma medida wikipedia inglés,Spanish
​ wikipedia siendo editada miles personas mundo,Spanish
excepción ciertas personas remuneradas fundación wikimedia​ resto conocidos jerga wikipedia wikipedistas actúan siempre manera gratuita voluntaria,Spanish
​ total comunidad conformada millones usuarios registrados mundo​ incluyendo versión hispana mujeres,Spanish
​ páginas internas wikipedia —dirigidas fundamentalmente colaboradores— anima usuarios participar activamente proyecto,Spanish
diversas formas colaborar crear nuevos artículos ampliar existentes corregir textos cumplan convenciones estilo establecidas cuya información errónea inexacta clasificar artículos materia añadir imágenes materiales multimedia repositorio commons retirar textos derechos autor aportar sugerencias inexpertos señalar simplemente cualquier defecto encontrado finalidad corrijan,Spanish
actualmente administradores humanos sistemas mantenimiento robot trabajadores automáticos mantenimiento,Spanish
colaborar necesario registrarse,Spanish
motivo contribuyentes registran conocidos usuarios anónimos aparecen identificados ediciones número ip lugar alias,Spanish
registrados restringidas ciertas acciones votar toma decisiones,Spanish
wikipedia registro gratuito instantáneo,Spanish
usuario registrado diferencia anónimo identifica alias página usuario propianota ​ además poder personalizar interfaz edición wiki,Spanish
condición necesaria hora registrarse elegir alias resulte ofensivo difícil escribir,Spanish
​ usuarios llevan cierto tiempo editando wikipedia problemas asigna categoría autoconfirmados ediciones aparecen página cambios recientes fondo diferente resto usuarios,Spanish
medida economía esfuerzos permite usuarios dedican combatir vandalismo revertir ediciones incorrectas basándose confianza usuarios abstengan comprobar ediciones modo focalicen labor resto ediciones disminuyendo volumen trabajo menor riesgo equivocarse,Spanish
día hoy edición español registrados usuarios cuales menos usuarios activos —usuarios realizado menos acción últimos días—,Spanish
acuerdo christian stegbauer sociólogo alemán número colaboradores puede definirse wikipedia democrática,Spanish
propias palabras refiriéndose wikipedia alemán conclusión fondo menos personas deciden enciclopedia digital,Spanish
​ comprobado determinados usuarios crean llamadas cuentas propósito particular usuarios registran único propósito introducir información beneficie propios inter motivo numerosas ocasiones ediciones sesgadas parciales inútiles punto vista enciclopédico,Spanish
​ según análisis publicado abril investigador español josé felipe ortega grupo libresoft universidad rey juan carlos wikipedia sufrido descenso notable editores todas versiones lingüísticas,Spanish
noticia ampliamente recogida medios comunicación,Spanish
​ última afirmación desmentida jimmy wales fundador wikipedia,Spanish
​ pequeña parte usuarios wikipedia —alrededor usuarios activos ooooo total usuarios registrados wikipedia español—​ dedica labor administrativas,Spanish
usuarios ejercen funciones —tras ser propuestos parte usuarios generalmente veteranos— votación democrática abierta totalidad comunidad usuarios registrados requisitos normas dicha votación —y cualquier votación general— recogen política llamada votaciones,Spanish
​ según sociólogo alemán christian stegbauer interesante administradores elegidos así obtienen especie legitimidad democrática,Spanish
lado solo parte personas participa activamente dicha elección administradores,Spanish
administrador propone candidato probabilidad ser elegido mayor propuesta proviene miembro,Spanish
​ fundación wikimedia describe siguientes cargos administrativos principales innecesarios editar necesarios asuntos protección coordinación software​ según declaraciones oficiosas bibliotecario colombiano wikipedia español existe problema comunicación bibliotecarios wikipedia ejercicio políticas personas consideran expertas determinados temas problema redunda perjuicio enciclopedia,Spanish
afirma bibliotecarios wikipedia español eliminan artículos versiones wikipedia,Spanish
​ cualquier caso declaraciones usuarios wikipedia ostenten cargo administrativo deben tomarse mera opinión personal menor representatividad puesto bien bibliotecarios elegidos democráticamente resto usuarios funciones encuentran representar comunidad wikipedia establecer autoridad allá confiera ejercicio políticas,Spanish
​ regularmente operan wikipedia varios sistemas edición automática,Spanish
denominan bots —contracción robot— cumplen realización ciertas tareas tediosas editores creación enlace distintas ediciones enciclopedia pequeños ajustes internos código wiki corrección faltas ortográficas etc,Spanish
ediciones wikipedia utilizan bots creación masiva artículos normalmente esbozos,Spanish
ser considerados tales deben tener menos afijo bot supervisor usuario propietario,Spanish
​ wikipedia ejecuta software libre mediawiki,Spanish
mediawiki fase iii programa cuya historia desarrollo siguiente instalan varias extensiones mediawiki ampliar funcionalidad software mediawiki,Spanish
julio después extensas pruebas beta extensión wysiwyg editor visual abrió uso público,Spanish
​​​​ característica cambió predeterminada después,Spanish
wikipedia actualmente ejecuta grupos dedicados servidores linux principalmente ubuntu,Spanish
​​ diciembre florida ámsterdam,Spanish
​ enero wikipedia migrado centro datos primario instalación equinix ashburn virginia,Spanish
​​ wikipedia instalado clúster almacenamiento caché instalación equinix singapur primera tipo asia,Spanish
​ nota debe confundirse wikipedia fundación wikimedia organización gubernamental mantiene sitio web wikipedia,Spanish
sitio web wikipedia mantenido exclusivamente fundación wikimedia organización ánimo lucro instituida bajo leyes florida unidos cuya finalidad promover mundo apoyo económico social varios proyectos colaborativos contenido libre,Spanish
​​ existencia oficialmente anunciada director general bomis cofundador wikipedia jimbo wales junio,Spanish
do proyectos fundación wikimedia actúan complementos resto proyectos incluyendo wikipedia,Spanish
almacén contenido multimedia editores resto proyectos pueden incrustar modo ilustraciones encarga software sustenta proyectos​ contenidos cabida wikipedia ser información enciclopédica,Spanish
ello desarrollado varios proyectos hermanos independientes recogen tipo información,Spanish
multilingües libres administrados fundación wikimedia,Spanish
​ wikipedia sitios web visitados referenciados mundo internet consecuentemente primeros sitios —o incluso primero casos— aparecen resultados motor búsqueda,Spanish
​​ hecho sumado influencia cada vez mayor internet personas trae consecuencia enorme impacto popular enciclopedia colaborativa niveles impacto va acrecentando medida pasa tiempo,Spanish
​​ últimos años wikipedia influyendo notablemente medios comunicación periodísticos cuales numerosas ocasiones copiaron información web enciclopédica mayoría veces citar fuente,Spanish
​ respecto bastante ilustrativo experimento realizado shane fitzerald estudiante universitario dublinés años publicado mayo periódico irishtimescom​​ tras enterarse fallecimiento maurice jarre unas horas shane editó artículo correspondiente compositor incluir cita ficticia después cita apareció secciones necrológicas periódicos guardian london independent sitio web bbc music magazine periódicos india australia,Spanish
experimento demuestra fuerza internet escala global,Spanish
periodistas usaron cita obviamente confiaron wikipedia fuente información tal vez podían permitirse lujo realizar investigaciones ulteriores bajo presión necesidad ser primeros publicar cita resultado proporcionaron lectores información falsa,Spanish
cuanto wikipedia errores normalmente corrigen prontitud aunque casos relatado suficiente adelantarse acontecimientos,Spanish
tipo experimentos raramente realizan wikipedia editores descubiertos reciben parte administradores severos castigos función gravedad falta pueden llegar bloqueo dirección ip perpetuidad,Spanish
parte existen personas acusan wikipedia difamación ilustrativo caso alejandro peña esclusa afirmaba gobierno país llevando campaña colaboró enciclopedia,Spanish
​ cualquier caso wikipedia proyecto fuente primaria basa serie políticas promueven verificabilidad uso fuentes fidedignas reputadas,Spanish
partir punto wikipedia delega cualquier tipo responsabilidad momento publica nombre fuente obtuvo información,Spanish
ahí cosas importancia verificabilidad cinco pilares básicos sustenta proyecto,Spanish
​ producido varios casos dirigentes políticos personas próximas modificaron artículos wikipedia interesadamente,Spanish
​​ orden cosas creado versiones parodian,Spanish
conocidas encuentran inglés uncyclopedia encyclopædia dramatica español frikipedia inciclopedia,Spanish
historietas humorísticas skeletor aparece vandalizando artículo heman,Spanish
​ debido méritos popularidad sitio web obtenido largo años varios galardones menciones,Spanish
​ muestras siguientes usuarios wikipedia organizan eventos regulares ocasionales objetivo promover creación edición artículos,Spanish
ejemplo creó proyecto llamado wikireto k dedicado aumentar número artículos llegó final año artículos wikipedia español,Spanish
​ proyectos tipo similares organizan cada año,Spanish
lado existe serie proyectos incluidos propio sitio web reciben nombre wikiproyectos cada cuales dedica trabajar tema específico —correcciones ortográficas creación ampliación artículos determinado campo manejo ilustraciones etc,Spanish
​ sitio web expresado impresiones personales sitio produce,Spanish
ejemplo vicente verdú artículo versión digital periódico país describió experiencia usar wikipedia divertida multitudinaria manera gozar jugar amar pasar rato,Spanish
​ parte artículo opinión terra network perú consideraba uso desordenado excesivo causaba wiki adicción,Spanish
​ entrevista jimmy wales representante fundación wikimedia efe explicó creencia expansión internet países ampliaría uso wikipedia lugares subdesarrollados creando modo conexión culturas,Spanish
​ motivo décimo aniversario wikipedia mismo wales declaró deseo wikipedia alcanzase millones usuarios,Spanish
​ ámbito económico alex konanykhin fundador presidente wikiexpertsus —no perteneciente wikimedia— presentó wales propuesta colaboración,Spanish
plan consistía ofrecer servicios red escritores contrato todas empresas entidades cumpliesen requisitos rigor exigidos wikipedia crearles propios artículos forma enciclopédica,Spanish
según konanykhin modelo financiero aseguraría futuro wikipedia,Spanish
​ obstante wikipedia lejos presentar apuros económicos batido récord recaudación campaña efectuada ejercicio millones dólares procedentes donantes países ello tan solo medio,Spanish
​ crítica wikipedia sido dirigida hacia contenido procedimientos carácter prácticas comunidad wikipedia así naturaleza enciclopedia fuentes abiertas cualquiera puede editar,Spanish
principales preocupaciones críticos fiabilidad contenido escritura prosa organización artículos así existencia sesgos sistémicos género raciales comunidad editorial,Spanish
wikipedia sido criticada manejo desigual aceptación retención artículos temas polémicos,Spanish
controversia fiabilidad precisión,Spanish
​ revista científica nature declaró diciembre wikipedia inglés casi tan exacta artículos científicos encyclopaedia britannica,Spanish
​ estudio realizó comparando artículos ambas obras comité expertos supieran cuál do enciclopedias provenían,Spanish
resultado wikipedia casi mismo nivel precisión enciclopedia británica promedio error artículo,Spanish
​ lado según consta reportaje publicado junio periódico español país estudio dirigido periodista francés pierre assouline realizado grupo alumnos máster periodismo instituto estudios políticos parís analizar fiabilidad proyecto materializó libro revolución wikipedia alianza editorial cuyas conclusiones bastante críticas,Spanish
cosas afirmaba estudio nature estricto sesgado así según propio estudio britannica continuaba siendo fiable wikipedia,Spanish
​ nacimiento larry sanger discrepó posible falta veracidad siguieron después autores caso arias maldonado p assouline,Spanish
,Spanish
incluso defienden obra documentada caso tim oreilly colocan últimos puestos,Spanish
​ ndesanjo macha indica muchas veces enriquecedor discusiones artículo propiamente dicho allí pueden reflejarse mejor distintos puntos vista lagunas existentes,Spanish
bob mchenry exeditor enciclopedia británica mayores riesgos enfrenta wikipedia entrada personas convencidas punto vista verdadero impidiendo incluir cualquier,Spanish
razón realmente valioso puede aparecer discusiones artículo confirma ndesanjo macha,Spanish
​ assouline,Spanish
p wikipedia matando valores verificación consulta fuentes primarias deben tener periodistas historiadores profesionales conocimiento general,Spanish
según autor enciclopedia línea instrumento ideal desinformar ser editada partidos políticos grupos presión,Spanish
​ además presenta problemas diferenciación importante superfluo así versión francesa entrada albert londres comenzaba diciendo periodista judío francés religión segundo dato importante resumen incierto mismo tiempo ser londinense católico fruto campaña desacreditarlo haciéndolo pasar judío,Spanish
ejemplo artículo alexandre solzhenitsyn dedicaba mitad contenido relación escritor españa haber realizado comentario francisco franco gustó redactor,Spanish
​ ejemplos dado assouline excesiva extensión contenidos frente refrendados estudio dirigido universidad minnesota junto tres,Spanish
conclusión wikipedia inglés mostraba artículos realizados mujeres presumiblemente destinados público femenino significativamente cortos redactados hombres hombres mujeres,Spanish
mismo año universidad oxford demostró referencias localidades situaban europa américa norte mismo modo antártida contaba artículos áfrica sudamérica,Spanish
​ do principales motivos cuales wikipedia criticada cuanto exactitud fiabilidad contenidos persistencia detalles erróneos difíciles detectar —imprecisiones necesariamente malintencionadas pueden permanecer artículo tiempo—,Spanish
​ parte actos vandálicos modificaciones inapropiadas ofensivas artículos entorpecen desarrollo proyecto constituyen importante factor problemáticas contenido cuya solución largo plazo pasa —como sucede do casos— mejora constante calidad incorporación ampliación progresiva artículos,Spanish
mientras inexactitudes contenido tendencias crecimiento irregular​ pueden ser subsanadas medida siga evolucionando proyecto —y aumenten ediciones artículos— vandalismo representa amenaza constante incrementa proporción crecimiento exponencial wikipedia,Spanish
ejemplo exposición mayor afluencia visitas artículos publicados varios medios prensa implicaba porcentaje alto vandalismos —incluidos personajes públicos— casi cambios constructivos,Spanish
​​​ solo trata ediciones dentro artículo existen artículos enteros falsos,Spanish
nota ​ wikipedia inglés posee entrada dedicada solo wikipedia español,Spanish
existencia artículos falsos duración casi diez años siembra dudas capacidad wikipedia autocorregirse,Spanish
casos además duración destaca sucesivos filtros pasaron caso conflicto bicholim redactado nadie percatara fraude propuesto bueno elegido artículo bueno propuesto destacado rechazado cuestiones técnicas nadie comprobase veracidad contenidos,Spanish
​ manera similar pasó artículo cayo flavio antonino supuesto asesino julio césar cuya entrada permaneció ocho años forma esbozo,Spanish
​ controversiales santiago swallow conferencista ficticio creado kevin ashton descubierto publicarse artículo prensa autor declaró invirtió dólares hacerlo famoso,Spanish
​​ desarrolló algoritmo hecho universidad nankín correos telecomunicaciones base red bayesiana método similar detección correo basura piensa sistema implementará futuro próximo,Spanish
​ ejemplo paradigmático vandalismo masivo produjo julio consecuencia llamada participación parte stephen colbert conocido humorista presentador televisión norteamericana sección programa colbert report tituló wikiality​ después gag torno posibilidad cambiar ubicación países respectivas definiciones wikipedia animó telespectadores modificar entrada elefante constara lugar disminuir población elefante africano triplicado,Spanish
resultado inmediato veinte entradas wikipedia inglés hacían referencia elefantes bloqueadas administradores bien pasaron semiprotegidas solo modificables usuarios registrados mínimo antigüedad,Spanish
ejemplos citados variantes aparte medidas correctoras llevadas cabo forma reversión aviso bloqueo comunidad wikipedistas crea mantiene —al igual sucede programadores voluntarios entornos software libre— toda serie herramientas implementaciones técnicas destinadas actuar vandalismo foros canal específicos irc programas paralelos detección aviso pasando usuarios realidad programas bot cuya misión exclusivamente combatir actos vandálicos,Spanish
parece dichas modificaciones problema comenzó bajo control limitó posibilidades supervivencia wikipedia,Spanish
​ ocasiones errores llegan confusión,Spanish
confundido wikipedia wikileaks​ sitio almacenamiento documentos filtrados conocido polémica cablegate,Spanish
jimmy wales cofundador wikipedia explicó wikileaks comenzó actividades presentó wikipedia secretos,Spanish
wales fundó wikipedia creó organización llamada wikia,Spanish
organización encargó registrar dominios bajo término wiki permitió wikileaks comienzos utilización término wiki dominio correspondiente,Spanish
obstante actualmente —enero — dominios adquiridos wikileaks punto caducar jimmy wales intención renovar contrato propias palabras desea wikipedia relacione wikileaks,Spanish
​ proyecto cuenta importantes subvenciones multinacionales estadounidenses inter capitalistas,Spanish
​​ lado opinión césar rendueles doctor filosofía profesor asociado universidad complutense madrid​ usuario wikipedia wikipedia doméstico alguna gente imagina,Spanish
opinión enciclopedia “ controlada ” aquellos generosamente dedican tiempo regularmente edición artículos afirma resultado enciclopedia refleja perfil predominantemente conservador —aunque casos redacción artículos muestra lado liberal dando mayor énfasis libertad contenido cooperación mismo—​​ disponen tiempo libre,Spanish
concluye diciendo mayor presencia comunidad universitaria escolar auténtico soplo aire fresco enciclopedia,Spanish
​ opinión contraria autores daniel rodríguez herrera wikipedia posee clara tendencia izquierdista comprueba viendo resúmenes stalin dirigentes comunistas llamados ningún momento dictadores solamente líderes,Spanish
​ empresas intentado repetidas ocasiones manipular información aparece wikipedia enfatizando aspectos positivos suavizando eliminando negativos fin mejorar imagen corporativa,Spanish
ejemplo microsoft eliminó párrafo aparecían errores consola xbox consorcio petrolífero chevrontexaco borró texto biodiésel,Spanish
diario económico expansión denunció acciones principales empresas españolas manipular historial alterar favorablemente biografías directivos,Spanish
​ cambios tipo pueden ser detectados utilización herramienta llamada wikiscanner,Spanish
​ críticas además precisión refiriéndose violación intimidad personas​​ adición imágenes interpretadas pornografía infantil​​ escasa certeza entradas temas salud​ creación artículos biográficos animales,Spanish
denuncias llegaron ser notorias grave uso escudo perteneciente oficina federal investigación artículos,Spanish
​ tema controversia ciertos medios labor administradores —bibliotecarios— extralimitan funciones bloqueando usuarios generando enfados razón varios quieren mantener incógnito miedo represalias,Spanish
​ ambiente wikipedia permite incluso fomenta tipo actuaciones pues según arias maldonado​ part divertidas wikipedia conspirar,Spanish
evidencia parte fivethirtyeight artículos editados versión inglés muestra temas controvertidos wikipedia deport personajes entretenimiento norteamericano política religión,Spanish
top lista artículos unidos michael jackson jesucristo luchadores wwe último mayor artículo real madrid,Spanish
​ estudio tratamiento desigual contenidos mayor enciclopedia web dio cuenta solo grandes mujeres bien representadas enciclopedia artículos presentan desigualdades género,Spanish
​​ pesar cada vez personas informan wikipedia sitio web visto baja significativa visitas buscador google millones tres meses abriljunio representa cerca así informó estudio similar web empresa británica tecnología información luego corroborado cofundador wikipedia jimmy wales,Spanish
​ razones brusca caída puede ser buscador referencia directa wikipedia lado derecho pantalla quitaría necesidad cliquear enlace,Spanish
​ informe hackernoon sitio web estadunidense publicación tecnología wikipedia perdido k millones páginas vistas,Spanish
enero perdido tráfico comparación mismo,Spanish
principal culpable bajada buscador google muchas funciones herramientas muestra menudo extractos wikipedia hace búsqueda suele dar prioridad vídeos youtube plataforma propiedad,Spanish
​ similar situación ocurriendo debido asistentes alexa siri,Spanish
​ sistema búsquedas tan moda llama búsqueda click hace wikipedia pierda visitas gran velocidad,Spanish
según ortega soto principales versiones wikipedia inglesa alemana japonesa española etc perdiendo usuarios nuevos editores compensaban número veteranos abandonaban edición,Spanish
además disminuido tiempo medio editor tardaba desistir,Spanish
​ tendencia confirmó tom simonite instituto tecnológico massachusetts confirmaba propia fundación wikimedia reconocía enciclopedia línea problemas carencia cada vez acusada voluntarios,Spanish
​ contraste análisis tendencias publicado economist presenta wikipedia idiomas wikipedia inglesa exitosa retener editores activos manera renovable sostenida número relativamente constante,Spanish
​ alison,Spanish
head michael b eisenberg publicaron investigación uso wikipedia estudiantes universitarios,Spanish
estudio lugar universidades unidos objetivo mostrar frecuencia motivos momento trabajo académico utiliza enciclopedia,Spanish
resultado posicionó sexta fuente consulta segunda académica enciclopedia predilecta obtener trasfondo general tema,Spanish
ubicó delante sitios gubernamentales compañeros clase colecciones personales libros enciclopedia británica quedó relegada undécimo puesto,Spanish
​​ estudio universidad carolina concluyó wikipedia recursos educativo abierto utilizado estudiantes argumentó instituciones educativas deberían centrar atención ello ejemplo apoyando wikipedistas residentes,Spanish
